id,pose rmsd,pocket rmsd,qs score,lddt-pli,confidence
p04637_p74,,0.4427376781085884,0.0,,0.72718096
p04637_r50,,0.48284676794585785,0.0,,0.7158634
p04637_y0v,,0.40850965851190446,0.0,,0.827618
p06129_mtn,,3.583601594099321,1.0,,0.6635861
p06401_30x,,0.9937507155820899,0.9652211358345381,,0.7336629
p06401_mof,,1.0214097407120308,0.9153301059236717,,0.7259913
p06401_t98,,0.9942657873439904,0.962106781754642,,0.72940624
p06730_34j,,2.922860365977562,1.0,,0.5695239
p06730_hli,,2.637725486346776,0.0,,0.6418347
p06730_z5d,,2.7778623540342973,0.0,,0.61166084
p06873_pyz,26.24696922302246,0.12776727036767324,1.0,0.0,0.6885603
p07260_m7g,,1.2690153747538246,1.0,,0.63998246
p07900_06h,,4.27890561111103,1.0,,0.70322704
p07900_73j,,0.9137206925332789,1.0,,0.60961884
p07900_h64,1.0832098722457886,4.283471019254885,1.0,0.8605918884277344,0.6367349
p07900_mex,,3.7658911169439957,1.0,,0.78125644
p07900_q2d,,1.2129222212386404,1.0,,0.6122107
p08069_bmi,,2.7256793239461863,1.0,,0.71216637
p08069_lgv,,2.7477184347736614,1.0,,0.69070524
p08069_lgw,,2.6793485496103195,1.0,,0.68651575
p09391_78c,,0.745582403969567,1.0,,0.6089231
p09391_bng,2.6576926708221436,0.4172592337226924,1.0,0.6716300845146179,0.5767372
p09874_09l,,3.7636697414359706,0.0,,0.73964524
p09874_cnq,,3.7603207468825826,0.0,,0.76612425
p09874_fsu,,3.7817356417938504,0.0,,0.7522468
p0acc1_sah,,0.5041168448740759,1.0,,0.6627599
p0aex9_7iu,,3.8144948555154206,1.0,,0.6811875
p0aex9_oku,,3.4547580492740524,1.0,,0.7395751
p0aex9_ol0,,3.6258263645379922,1.0,,0.69127613
p0dtd1_a4o,,1.0038649987793622,1.0,,0.6962055
p0dtd1_a5i,,1.169450085270588,1.0,,0.6590895
p0dtd1_a7l,,1.1802498009845845,1.0,,0.7162466
p10275_056,,1.9195374107798504,1.0,,0.71903926
p10275_dht,,0.387227861809461,1.0,,0.76888585
p10275_ylq,,1.7918615896768677,1.0,,0.6759174
p10828_4hy,,3.0372132609957316,0.0,,0.73594505
p10828_pfa,,3.0387235901493463,0.0,,0.7121792
p10828_t44,,2.5409332031088154,0.9332068408582199,,0.7042199
p11142_bet,2.0877623558044434,1.134294106569647,0.0,0.640031635761261,0.5573147
p11233_nlj,,2.953186464772751,1.0,,0.53716123
p11233_nls,,2.950362883848784,1.0,,0.5570198
p11233_nlv,,3.487425765622519,1.0,,0.56269324
p12369_1or,0.5988798141479492,3.416274485052062,1.0,0.9385125041007996,0.6758295
p12369_cmp,,2.74508612567688,1.0,,0.7711426
p15319_xc2,,0.8045172252287907,0.0,,0.5757414
p18031_512,,0.3407229080869965,1.0,,0.73183775
p18031_694,,0.41779424949793154,1.0,,0.75477076
p18031_964,,0.21255093117290746,1.0,,0.6613851
p18031_f17,,0.30441592059704603,1.0,,0.6019842
p18031_ize,,0.4644121204199656,1.0,,0.6708696
p18031_lzq,,1.6030666658523602,1.0,,0.6501567
p19120_3fd,,1.8151821602145852,1.0,,0.67613244
p19120_7ue,,1.7888161666928564,1.0,,0.6902533
p19120_v8q,,1.814455391825284,1.0,,0.7318016
p19793_7a4,,1.3413035978448613,0.0,,0.548702
p19793_9hf,,2.2974896372658105,0.0,,0.65272325
p19793_cps,,2.274047961237533,0.0,,0.4414572
p19793_wz6,,2.2237838374866596,0.0,,0.6177255
p23458_0nt,,1.732197403375956,1.0,,0.7431768
p23458_iza,,1.0709743981630273,1.0,,0.8031085
p23458_mi1,,1.0504878238586959,1.0,,0.74060816
p24941_2an,,1.950414193332277,1.0,,0.67150235
